date, county, stage, flips, cases, deaths
12/7/2020, Lawrence, Ohio,39087,2438,41
12/8/2020, Lawrence, Ohio,39087,2526,41
12/9/2020, Lawrence, Ohio,39087,2596,41
12/10/2020, Lawrence, Ohio,39087,2670,41
12/11/2020, Lawrence, Ohio,39087,2733,42
12/12/2020, Lawrence, Ohio,39087,2783,43
12/13/2020, Lawrence, Ohio,39087,2816,43
12/14/2020, Lawrence, Ohio,39087,2858,43
12/15/2020, Lawrence, Ohio,39087,2910,43
12/16/2020, Lawrence, Ohio,39087,2945,45
12/17/2020, Lawrence, Ohio,39087,2998,45
12/18/2020, Lawrence, Ohio,39087,3026,45
12/19/2020, Lawrence, Ohio,39087,3055,45
12/20/2020, Lawrence, Ohio,39087,3086,45
12/21/2020, Lawrence, Ohio,39087,3115,45
12/22/2020, Lawrence, Ohio,39087,3151,47
12/23/2020, Lawrence, Ohio,39087,3195,47
12/24/2020, Lawrence, Ohio,39087,3258,47
12/25/2020, Lawrence, Ohio,39087,3258,47
12/26/2020, Lawrence, Ohio,39087,3314,47
12/27/2020, Lawrence, Ohio,39087,3329,47
12/28/2020, Lawrence, Ohio,39087,3347,47
12/29/2020, Lawrence, Ohio,39087,3393,47
12/30/2020, Lawrence, Ohio,39087,3446,47
12/31/2020, Lawrence, Ohio,39087,3517,47
1/1/2021, Lawrence, Ohio,39087,3517,47
1/2/2021, Lawrence, Ohio,39087,3609,47
1/3/2021, Lawrence, Ohio,39087,3642,47
1/4/2021, Lawrence, Ohio,39087,3695,48
1/5/2021, Lawrence, Ohio,39087,3772,48
1/6/2021, Lawrence, Ohio,39087,3818,48
1/7/2021, Lawrence, Ohio,39087,3857,48
1/8/2021, Lawrence, Ohio,39087,3934,48
1/9/2021, Lawrence, Ohio,39087,3985,48
1/10/2021, Lawrence, Ohio,39087,4005,48
1/11/2021, Lawrence, Ohio,39087,4038,49
1/12/2021, Lawrence, Ohio,39087,4089,49
1/13/2021, Lawrence, Ohio,39087,4139,49
1/14/2021, Lawrence, Ohio,39087,4170,51
1/15/2021, Lawrence, Ohio,39087,4224,51
1/16/2021, Lawrence, Ohio,39087,4289,51
1/17/2021, Lawrence, Ohio,39087,4326,51
1/18/2021, Lawrence, Ohio,39087,4366,52
1/19/2021, Lawrence, Ohio,39087,4393,53
1/20/2021, Lawrence, Ohio,39087,4428,53
1/21/2021, Lawrence, Ohio,39087,4470,53
1/22/2021, Lawrence, Ohio,39087,4501,54
1/23/2021, Lawrence, Ohio,39087,4526,54
1/24/2021, Lawrence, Ohio,39087,4579,58
1/25/2021, Lawrence, Ohio,39087,4606,58
1/26/2021, Lawrence, Ohio,39087,4646,58
1/27/2021, Lawrence, Ohio,39087,4690,58
1/28/2021, Lawrence, Ohio,39087,4716,59
1/29/2021, Lawrence, Ohio,39087,4765,61
1/30/2021, Lawrence, Ohio,39087,4786,61
1/31/2021, Lawrence, Ohio,39087,4807,61
2/1/2021, Lawrence, Ohio,39087,4826,61
2/2/2021, Lawrence, Ohio,39087,4854,61
2/3/2021, Lawrence, Ohio,39087,4883,63
2/4/2021, Lawrence, Ohio,39087,4902,63
2/5/2021, Lawrence, Ohio,39087,4939,63
2/6/2021, Lawrence, Ohio,39087,4950,64
2/7/2021, Lawrence, Ohio,39087,4962,65
2/8/2021, Lawrence, Ohio,39087,4983,65
2/9/2021, Lawrence, Ohio,39087,4999,65
2/10/2021, Lawrence, Ohio,39087,5010,65
2/11/2021, Lawrence, Ohio,39087,5038,67
2/12/2021, Lawrence, Ohio,39087,5048,69
2/13/2021, Lawrence, Ohio,39087,5067,70
2/14/2021, Lawrence, Ohio,39087,5082,70
2/15/2021, Lawrence, Ohio,39087,5095,70
2/16/2021, Lawrence, Ohio,39087,5102,70
2/17/2021, Lawrence, Ohio,39087,5105,71
2/18/2021, Lawrence, Ohio,39087,5117,73
2/19/2021, Lawrence, Ohio,39087,5130,74
11/20/2020, Licking, Ohio,39089,4806,74
11/21/2020, Licking, Ohio,39089,4948,75
11/22/2020, Licking, Ohio,39089,5062,75
11/23/2020, Licking, Ohio,39089,5358,75
11/24/2020, Licking, Ohio,39089,5492,76
11/25/2020, Licking, Ohio,39089,5645,77
11/26/2020, Licking, Ohio,39089,5645,77
11/27/2020, Licking, Ohio,39089,5899,77
11/28/2020, Licking, Ohio,39089,6028,77
11/29/2020, Licking, Ohio,39089,6110,77
11/30/2020, Licking, Ohio,39089,6195,77
12/1/2020, Licking, Ohio,39089,6319,77
12/2/2020, Licking, Ohio,39089,6457,77
12/3/2020, Licking, Ohio,39089,6586,77
12/4/2020, Licking, Ohio,39089,6696,79
12/5/2020, Licking, Ohio,39089,6883,80
12/6/2020, Licking, Ohio,39089,6999,80
12/7/2020, Licking, Ohio,39089,7114,86
12/8/2020, Licking, Ohio,39089,7632,89
12/9/2020, Licking, Ohio,39089,7829,90
12/10/2020, Licking, Ohio,39089,8005,94
12/11/2020, Licking, Ohio,39089,8127,95
12/12/2020, Licking, Ohio,39089,8306,96
12/13/2020, Licking, Ohio,39089,8433,96
12/14/2020, Licking, Ohio,39089,8548,96
12/15/2020, Licking, Ohio,39089,8641,102
12/16/2020, Licking, Ohio,39089,8754,102
12/17/2020, Licking, Ohio,39089,8937,102
12/18/2020, Licking, Ohio,39089,9073,102
12/19/2020, Licking, Ohio,39089,9196,102
12/20/2020, Licking, Ohio,39089,9309,103
12/21/2020, Licking, Ohio,39089,9437,103
12/22/2020, Licking, Ohio,39089,9557,109
12/23/2020, Licking, Ohio,39089,9642,114
12/24/2020, Licking, Ohio,39089,9778,114
12/25/2020, Licking, Ohio,39089,9778,114
12/26/2020, Licking, Ohio,39089,9938,114
12/27/2020, Licking, Ohio,39089,10053,114
12/28/2020, Licking, Ohio,39089,10130,114
12/29/2020, Licking, Ohio,39089,10215,114
12/30/2020, Licking, Ohio,39089,10347,115
12/31/2020, Licking, Ohio,39089,10528,120
1/1/2021, Licking, Ohio,39089,10528,120
1/2/2021, Licking, Ohio,39089,10718,120
1/3/2021, Licking, Ohio,39089,10853,120
1/4/2021, Licking, Ohio,39089,10945,120
1/5/2021, Licking, Ohio,39089,11061,121
1/6/2021, Licking, Ohio,39089,11212,121
1/7/2021, Licking, Ohio,39089,11421,121
1/8/2021, Licking, Ohio,39089,11584,121
1/9/2021, Licking, Ohio,39089,11742,127
1/10/2021, Licking, Ohio,39089,11812,127
1/11/2021, Licking, Ohio,39089,11997,127
1/12/2021, Licking, Ohio,39089,12109,127
1/13/2021, Licking, Ohio,39089,12202,127
1/14/2021, Licking, Ohio,39089,12353,132
1/15/2021, Licking, Ohio,39089,12463,132
1/16/2021, Licking, Ohio,39089,12595,132
1/17/2021, Licking, Ohio,39089,12679,132
1/18/2021, Licking, Ohio,39089,12765,132
1/19/2021, Licking, Ohio,39089,12819,132
1/20/2021, Licking, Ohio,39089,12943,133
1/21/2021, Licking, Ohio,39089,13067,137
1/22/2021, Licking, Ohio,39089,13130,137
1/23/2021, Licking, Ohio,39089,13204,137
1/24/2021, Licking, Ohio,39089,13274,137
1/25/2021, Licking, Ohio,39089,13326,137
1/26/2021, Licking, Ohio,39089,13453,142
1/27/2021, Licking, Ohio,39089,13540,144
1/28/2021, Licking, Ohio,39089,13625,147
1/29/2021, Licking, Ohio,39089,13693,147
1/30/2021, Licking, Ohio,39089,13766,147
1/31/2021, Licking, Ohio,39089,13812,147
2/1/2021, Licking, Ohio,39089,13880,147
2/2/2021, Licking, Ohio,39089,13946,147
2/3/2021, Licking, Ohio,39089,14000,147
2/4/2021, Licking, Ohio,39089,14044,147
2/5/2021, Licking, Ohio,39089,14119,147
2/6/2021, Licking, Ohio,39089,14167,147
2/7/2021, Licking, Ohio,39089,14197,147
2/8/2021, Licking, Ohio,39089,14228,147
2/9/2021, Licking, Ohio,39089,14271,148
2/10/2021, Licking, Ohio,39089,14347,148
2/11/2021, Licking, Ohio,39089,14383,153
2/12/2021, Licking, Ohio,39089,14430,167
2/13/2021, Licking, Ohio,39089,14475,182
2/14/2021, Licking, Ohio,39089,14497,182
2/15/2021, Licking, Ohio,39089,14525,183
2/16/2021, Licking, Ohio,39089,14564,184
2/17/2021, Licking, Ohio,39089,14607,185
2/18/2021, Licking, Ohio,39089,14628,185
2/19/2021, Licking, Ohio,39089,14661,185
11/20/2020, Logan, Ohio,39091,1089,12
11/21/2020, Logan, Ohio,39091,1134,12
11/22/2020, Logan, Ohio,39091,1183,13
11/23/2020, Logan, Ohio,39091,1236,13
11/24/2020, Logan, Ohio,39091,1278,16
11/25/2020, Logan, Ohio,39091,1335,17
11/26/2020, Logan, Ohio,39091,1335,17
11/27/2020, Logan, Ohio,39091,1390,18
11/28/2020, Logan, Ohio,39091,1412,18
11/29/2020, Logan, Ohio,39091,1426,18
11/30/2020, Logan, Ohio,39091,1438,18
12/1/2020, Logan, Ohio,39091,1479,19
12/2/2020, Logan, Ohio,39091,1499,20
12/3/2020, Logan, Ohio,39091,1538,21
12/4/2020, Logan, Ohio,39091,1585,21
12/5/2020, Logan, Ohio,39091,1616,21
12/6/2020, Logan, Ohio,39091,1632,21
12/7/2020, Logan, Ohio,39091,1659,21
12/8/2020, Logan, Ohio,39091,1813,21
12/9/2020, Logan, Ohio,39091,1861,21
12/10/2020, Logan, Ohio,39091,1897,21
12/11/2020, Logan, Ohio,39091,1937,21
12/12/2020, Logan, Ohio,39091,1968,21
12/13/2020, Logan, Ohio,39091,1992,21
12/14/2020, Logan, Ohio,39091,2006,21
12/15/2020, Logan, Ohio,39091,2033,21
12/16/2020, Logan, Ohio,39091,2061,21
12/17/2020, Logan, Ohio,39091,2085,21
12/18/2020, Logan, Ohio,39091,2104,21
12/19/2020, Logan, Ohio,39091,2137,21
12/20/2020, Logan, Ohio,39091,2149,21
12/21/2020, Logan, Ohio,39091,2189,21
12/22/2020, Logan, Ohio,39091,2199,21
12/23/2020, Logan, Ohio,39091,2214,21
12/24/2020, Logan, Ohio,39091,2230,23
12/25/2020, Logan, Ohio,39091,2230,23
12/26/2020, Logan, Ohio,39091,2271,23
12/27/2020, Logan, Ohio,39091,2280,23
12/28/2020, Logan, Ohio,39091,2286,23
12/29/2020, Logan, Ohio,39091,2299,23
12/30/2020, Logan, Ohio,39091,2338,23
12/31/2020, Logan, Ohio,39091,2385,23
1/1/2021, Logan, Ohio,39091,2385,23
1/2/2021, Logan, Ohio,39091,2456,23
1/3/2021, Logan, Ohio,39091,2478,23
1/4/2021, Logan, Ohio,39091,2504,23
1/5/2021, Logan, Ohio,39091,2527,23
1/6/2021, Logan, Ohio,39091,2564,24
1/7/2021, Logan, Ohio,39091,2630,28
1/8/2021, Logan, Ohio,39091,2677,28
1/9/2021, Logan, Ohio,39091,2712,28
1/10/2021, Logan, Ohio,39091,2728,28
1/11/2021, Logan, Ohio,39091,2757,28
1/12/2021, Logan, Ohio,39091,2802,28
1/13/2021, Logan, Ohio,39091,2825,28
1/14/2021, Logan, Ohio,39091,2848,28
1/15/2021, Logan, Ohio,39091,2882,28
1/16/2021, Logan, Ohio,39091,2918,29
1/17/2021, Logan, Ohio,39091,2927,29
1/18/2021, Logan, Ohio,39091,2932,29
1/19/2021, Logan, Ohio,39091,2965,29
1/20/2021, Logan, Ohio,39091,3007,31
1/21/2021, Logan, Ohio,39091,3041,32
1/22/2021, Logan, Ohio,39091,3055,32
1/23/2021, Logan, Ohio,39091,3073,32
1/24/2021, Logan, Ohio,39091,3091,32
1/25/2021, Logan, Ohio,39091,3121,32
1/26/2021, Logan, Ohio,39091,3148,35
1/27/2021, Logan, Ohio,39091,3173,35
1/28/2021, Logan, Ohio,39091,3204,37
1/29/2021, Logan, Ohio,39091,3225,37
1/30/2021, Logan, Ohio,39091,3245,37
1/31/2021, Logan, Ohio,39091,3248,37
2/1/2021, Logan, Ohio,39091,3262,37
2/2/2021, Logan, Ohio,39091,3279,37
2/3/2021, Logan, Ohio,39091,3301,38
2/4/2021, Logan, Ohio,39091,3314,39
2/5/2021, Logan, Ohio,39091,3335,39
2/6/2021, Logan, Ohio,39091,3353,39
2/7/2021, Logan, Ohio,39091,3354,39
2/8/2021, Logan, Ohio,39091,3363,41
2/9/2021, Logan, Ohio,39091,3376,42
2/10/2021, Logan, Ohio,39091,3393,43
2/11/2021, Logan, Ohio,39091,3403,43
2/12/2021, Logan, Ohio,39091,3408,52
2/13/2021, Logan, Ohio,39091,3419,56
2/14/2021, Logan, Ohio,39091,3427,56
2/15/2021, Logan, Ohio,39091,3433,56
2/16/2021, Logan, Ohio,39091,3436,56
2/17/2021, Logan, Ohio,39091,3444,56
2/18/2021, Logan, Ohio,39091,3460,56
2/19/2021, Logan, Ohio,39091,3468,56
11/20/2020, Lorain, Ohio,39093,5565,97
11/21/2020, Lorain, Ohio,39093,5644,97
11/22/2020, Lorain, Ohio,39093,5902,97
11/23/2020, Lorain, Ohio,39093,6236,97
11/24/2020, Lorain, Ohio,39093,6434,99
11/25/2020, Lorain, Ohio,39093,6690,106
11/26/2020, Lorain, Ohio,39093,6690,106
11/27/2020, Lorain, Ohio,39093,7149,106
11/28/2020, Lorain, Ohio,39093,7265,106
11/29/2020, Lorain, Ohio,39093,7475,106
11/30/2020, Lorain, Ohio,39093,7654,106
12/1/2020, Lorain, Ohio,39093,7854,106
12/2/2020, Lorain, Ohio,39093,8020,106
12/3/2020, Lorain, Ohio,39093,8213,106
12/4/2020, Lorain, Ohio,39093,8368,114
12/5/2020, Lorain, Ohio,39093,8592,116
12/6/2020, Lorain, Ohio,39093,8778,116
12/7/2020, Lorain, Ohio,39093,9145,116
12/8/2020, Lorain, Ohio,39093,10195,117
12/9/2020, Lorain, Ohio,39093,10432,122
12/10/2020, Lorain, Ohio,39093,10684,122
12/11/2020, Lorain, Ohio,39093,10874,122
12/12/2020, Lorain, Ohio,39093,11143,122
12/13/2020, Lorain, Ohio,39093,11410,122
12/14/2020, Lorain, Ohio,39093,11648,128
12/15/2020, Lorain, Ohio,39093,11782,128
12/16/2020, Lorain, Ohio,39093,11879,132
12/17/2020, Lorain, Ohio,39093,12162,139
12/18/2020, Lorain, Ohio,39093,12438,143
12/19/2020, Lorain, Ohio,39093,12672,143
12/20/2020, Lorain, Ohio,39093,12905,143
12/21/2020, Lorain, Ohio,39093,13045,143
12/22/2020, Lorain, Ohio,39093,13215,144
12/23/2020, Lorain, Ohio,39093,13342,144
12/24/2020, Lorain, Ohio,39093,13619,144
12/25/2020, Lorain, Ohio,39093,13619,144
12/26/2020, Lorain, Ohio,39093,13910,144
12/27/2020, Lorain, Ohio,39093,14042,145
12/28/2020, Lorain, Ohio,39093,14189,148
12/29/2020, Lorain, Ohio,39093,14338,161
12/30/2020, Lorain, Ohio,39093,14549,161
12/31/2020, Lorain, Ohio,39093,14786,162
1/1/2021, Lorain, Ohio,39093,14786,162
1/2/2021, Lorain, Ohio,39093,15231,162
1/3/2021, Lorain, Ohio,39093,15421,184
1/4/2021, Lorain, Ohio,39093,15622,184
1/5/2021, Lorain, Ohio,39093,15790,185
1/6/2021, Lorain, Ohio,39093,15924,188
1/7/2021, Lorain, Ohio,39093,16187,188
1/8/2021, Lorain, Ohio,39093,16425,193
1/9/2021, Lorain, Ohio,39093,16612,200
1/10/2021, Lorain, Ohio,39093,16771,200
1/11/2021, Lorain, Ohio,39093,17071,200
1/12/2021, Lorain, Ohio,39093,17196,201
1/13/2021, Lorain, Ohio,39093,17335,202
1/14/2021, Lorain, Ohio,39093,17563,207
1/15/2021, Lorain, Ohio,39093,17708,207
1/16/2021, Lorain, Ohio,39093,17916,207
1/17/2021, Lorain, Ohio,39093,18086,212
1/18/2021, Lorain, Ohio,39093,18217,212
1/19/2021, Lorain, Ohio,39093,18418,212
1/20/2021, Lorain, Ohio,39093,18599,212
1/21/2021, Lorain, Ohio,39093,18767,223
1/22/2021, Lorain, Ohio,39093,18847,223
1/23/2021, Lorain, Ohio,39093,19017,223
1/24/2021, Lorain, Ohio,39093,19165,223
1/25/2021, Lorain, Ohio,39093,19296,229
1/26/2021, Lorain, Ohio,39093,19378,229
1/27/2021, Lorain, Ohio,39093,19563,234
1/28/2021, Lorain, Ohio,39093,19729,237
1/29/2021, Lorain, Ohio,39093,19830,237
1/30/2021, Lorain, Ohio,39093,19927,237
1/31/2021, Lorain, Ohio,39093,20012,237
2/1/2021, Lorain, Ohio,39093,20107,239
2/2/2021, Lorain, Ohio,39093,20199,239
2/3/2021, Lorain, Ohio,39093,20311,248
2/4/2021, Lorain, Ohio,39093,20412,248
2/5/2021, Lorain, Ohio,39093,20505,249
2/6/2021, Lorain, Ohio,39093,20610,250
2/7/2021, Lorain, Ohio,39093,20672,250
2/8/2021, Lorain, Ohio,39093,20717,250
2/9/2021, Lorain, Ohio,39093,20801,251
2/10/2021, Lorain, Ohio,39093,20915,251
2/11/2021, Lorain, Ohio,39093,20987,270
2/12/2021, Lorain, Ohio,39093,21086,332
2/13/2021, Lorain, Ohio,39093,21152,364
2/14/2021, Lorain, Ohio,39093,21213,364
2/15/2021, Lorain, Ohio,39093,21291,368
2/16/2021, Lorain, Ohio,39093,21343,370
2/17/2021, Lorain, Ohio,39093,21377,371
2/18/2021, Lorain, Ohio,39093,21438,374
2/19/2021, Lorain, Ohio,39093,21523,379
11/20/2020, Lucas, Ohio,39095,13035,405
11/21/2020, Lucas, Ohio,39095,13263,406
11/22/2020, Lucas, Ohio,39095,13446,406
11/23/2020, Lucas, Ohio,39095,14033,409
11/24/2020, Lucas, Ohio,39095,14317,414
11/25/2020, Lucas, Ohio,39095,14566,417
11/26/2020, Lucas, Ohio,39095,14566,417
11/27/2020, Lucas, Ohio,39095,15301,420
11/28/2020, Lucas, Ohio,39095,15640,420
11/29/2020, Lucas, Ohio,39095,15874,426
11/30/2020, Lucas, Ohio,39095,16137,426
12/1/2020, Lucas, Ohio,39095,16462,431
12/2/2020, Lucas, Ohio,39095,16765,436
12/3/2020, Lucas, Ohio,39095,17023,438
12/4/2020, Lucas, Ohio,39095,17277,446
12/5/2020, Lucas, Ohio,39095,17731,449
12/6/2020, Lucas, Ohio,39095,17920,449
12/7/2020, Lucas, Ohio,39095,18222,449
12/8/2020, Lucas, Ohio,39095,19084,458
12/9/2020, Lucas, Ohio,39095,19575,459
12/10/2020, Lucas, Ohio,39095,20006,465
12/11/2020, Lucas, Ohio,39095,20510,474
12/12/2020, Lucas, Ohio,39095,20916,478
12/13/2020, Lucas, Ohio,39095,21239,478
12/14/2020, Lucas, Ohio,39095,21577,483
12/15/2020, Lucas, Ohio,39095,21814,489
12/16/2020, Lucas, Ohio,39095,21988,495
12/17/2020, Lucas, Ohio,39095,22440,495
12/18/2020, Lucas, Ohio,39095,22718,502
12/19/2020, Lucas, Ohio,39095,22989,504
12/20/2020, Lucas, Ohio,39095,23166,504
12/21/2020, Lucas, Ohio,39095,23405,505
12/22/2020, Lucas, Ohio,39095,23571,513
12/23/2020, Lucas, Ohio,39095,23872,531
12/24/2020, Lucas, Ohio,39095,24165,536
12/25/2020, Lucas, Ohio,39095,24165,536
12/26/2020, Lucas, Ohio,39095,24744,535
12/27/2020, Lucas, Ohio,39095,24898,535
12/28/2020, Lucas, Ohio,39095,25051,535
12/29/2020, Lucas, Ohio,39095,25282,540
12/30/2020, Lucas, Ohio,39095,25505,541
12/31/2020, Lucas, Ohio,39095,25805,541
1/1/2021, Lucas, Ohio,39095,25805,541
1/2/2021, Lucas, Ohio,39095,26344,541
1/3/2021, Lucas, Ohio,39095,26509,541
1/4/2021, Lucas, Ohio,39095,26742,544
1/5/2021, Lucas, Ohio,39095,26934,553
1/6/2021, Lucas, Ohio,39095,27228,553
1/7/2021, Lucas, Ohio,39095,27608,554
1/8/2021, Lucas, Ohio,39095,27940,554
1/9/2021, Lucas, Ohio,39095,28189,554
1/10/2021, Lucas, Ohio,39095,28506,555
1/11/2021, Lucas, Ohio,39095,28841,559
1/12/2021, Lucas, Ohio,39095,29047,565
1/13/2021, Lucas, Ohio,39095,29249,567
1/14/2021, Lucas, Ohio,39095,29495,575
1/15/2021, Lucas, Ohio,39095,29709,580
1/16/2021, Lucas, Ohio,39095,29981,591
1/17/2021, Lucas, Ohio,39095,30111,597
1/18/2021, Lucas, Ohio,39095,30316,597
1/19/2021, Lucas, Ohio,39095,30524,605
1/20/2021, Lucas, Ohio,39095,30760,609
1/21/2021, Lucas, Ohio,39095,31041,611
1/22/2021, Lucas, Ohio,39095,31151,616
1/23/2021, Lucas, Ohio,39095,31350,625
1/24/2021, Lucas, Ohio,39095,31500,625
1/25/2021, Lucas, Ohio,39095,31663,631
1/26/2021, Lucas, Ohio,39095,31794,634
1/27/2021, Lucas, Ohio,39095,31968,647
1/28/2021, Lucas, Ohio,39095,32130,648
1/29/2021, Lucas, Ohio,39095,32356,654
1/30/2021, Lucas, Ohio,39095,32531,667
1/31/2021, Lucas, Ohio,39095,32637,669
2/1/2021, Lucas, Ohio,39095,32747,669
2/2/2021, Lucas, Ohio,39095,32852,675
2/3/2021, Lucas, Ohio,39095,32974,682
2/4/2021, Lucas, Ohio,39095,33105,685
2/5/2021, Lucas, Ohio,39095,33215,690
2/6/2021, Lucas, Ohio,39095,33333,690
2/7/2021, Lucas, Ohio,39095,33414,690
2/8/2021, Lucas, Ohio,39095,33471,690
2/9/2021, Lucas, Ohio,39095,33564,692
2/10/2021, Lucas, Ohio,39095,33665,695
2/11/2021, Lucas, Ohio,39095,33762,709
2/12/2021, Lucas, Ohio,39095,33877,732
2/13/2021, Lucas, Ohio,39095,33963,742
2/14/2021, Lucas, Ohio,39095,34038,742
2/15/2021, Lucas, Ohio,39095,34075,745
2/16/2021, Lucas, Ohio,39095,34122,745
2/17/2021, Lucas, Ohio,39095,34174,747
2/18/2021, Lucas, Ohio,39095,34243,748
2/19/2021, Lucas, Ohio,39095,34348,749
11/20/2020, Madison, Ohio,39097,1447,18
11/21/2020, Madison, Ohio,39097,1470,18
11/22/2020, Madison, Ohio,39097,1510,18
11/23/2020, Madison, Ohio,39097,1562,18
11/24/2020, Madison, Ohio,39097,1589,18
11/25/2020, Madison, Ohio,39097,1631,19
11/26/2020, Madison, Ohio,39097,1631,19
11/27/2020, Madison, Ohio,39097,1720,19
11/28/2020, Madison, Ohio,39097,1748,19
11/29/2020, Madison, Ohio,39097,1776,19
11/30/2020, Madison, Ohio,39097,1792,19
12/1/2020, Madison, Ohio,39097,1836,19
12/2/2020, Madison, Ohio,39097,1868,19
12/3/2020, Madison, Ohio,39097,1910,19
12/4/2020, Madison, Ohio,39097,1963,19
12/5/2020, Madison, Ohio,39097,2007,19
12/6/2020, Madison, Ohio,39097,2037,19
12/7/2020, Madison, Ohio,39097,2083,19
12/8/2020, Madison, Ohio,39097,2196,19
12/9/2020, Madison, Ohio,39097,2232,19
12/10/2020, Madison, Ohio,39097,2269,19
12/11/2020, Madison, Ohio,39097,2304,19
12/12/2020, Madison, Ohio,39097,2343,19
12/13/2020, Madison, Ohio,39097,2380,19
12/14/2020, Madison, Ohio,39097,2414,19
12/15/2020, Madison, Ohio,39097,2453,20
12/16/2020, Madison, Ohio,39097,2486,20
12/17/2020, Madison, Ohio,39097,2542,21
12/18/2020, Madison, Ohio,39097,2577,21
12/19/2020, Madison, Ohio,39097,2603,21
12/20/2020, Madison, Ohio,39097,2635,21
12/21/2020, Madison, Ohio,39097,2659,22
12/22/2020, Madison, Ohio,39097,2697,23
12/23/2020, Madison, Ohio,39097,2730,23
12/24/2020, Madison, Ohio,39097,2767,23
12/25/2020, Madison, Ohio,39097,2767,23
12/26/2020, Madison, Ohio,39097,2803,23
12/27/2020, Madison, Ohio,39097,2819,23
12/28/2020, Madison, Ohio,39097,2838,23
12/29/2020, Madison, Ohio,39097,2867,23
12/30/2020, Madison, Ohio,39097,2891,25
12/31/2020, Madison, Ohio,39097,2926,25
1/1/2021, Madison, Ohio,39097,2926,25
1/2/2021, Madison, Ohio,39097,2994,25
1/3/2021, Madison, Ohio,39097,3019,25
1/4/2021, Madison, Ohio,39097,3043,25
1/5/2021, Madison, Ohio,39097,3059,26
1/6/2021, Madison, Ohio,39097,3088,26
1/7/2021, Madison, Ohio,39097,3119,26
1/8/2021, Madison, Ohio,39097,3158,26
1/9/2021, Madison, Ohio,39097,3199,27
1/10/2021, Madison, Ohio,39097,3214,27
1/11/2021, Madison, Ohio,39097,3244,27
1/12/2021, Madison, Ohio,39097,3269,28
1/13/2021, Madison, Ohio,39097,3294,28
1/14/2021, Madison, Ohio,39097,3311,28
1/15/2021, Madison, Ohio,39097,3349,28
1/16/2021, Madison, Ohio,39097,3379,28
1/17/2021, Madison, Ohio,39097,3393,29
1/18/2021, Madison, Ohio,39097,3414,29
1/19/2021, Madison, Ohio,39097,3434,29
1/20/2021, Madison, Ohio,39097,3467,29
1/21/2021, Madison, Ohio,39097,3499,29
1/22/2021, Madison, Ohio,39097,3521,29
1/23/2021, Madison, Ohio,39097,3551,29
1/24/2021, Madison, Ohio,39097,3565,29
1/25/2021, Madison, Ohio,39097,3581,29
1/26/2021, Madison, Ohio,39097,3599,30
1/27/2021, Madison, Ohio,39097,3624,30
1/28/2021, Madison, Ohio,39097,3644,30
1/29/2021, Madison, Ohio,39097,3658,30
1/30/2021, Madison, Ohio,39097,3663,30
1/31/2021, Madison, Ohio,39097,3673,30
2/1/2021, Madison, Ohio,39097,3688,30
2/2/2021, Madison, Ohio,39097,3701,30
2/3/2021, Madison, Ohio,39097,3711,30
2/4/2021, Madison, Ohio,39097,3728,30
2/5/2021, Madison, Ohio,39097,3745,30
2/6/2021, Madison, Ohio,39097,3760,30
2/7/2021, Madison, Ohio,39097,3765,30
2/8/2021, Madison, Ohio,39097,3768,30
2/9/2021, Madison, Ohio,39097,3782,30
2/10/2021, Madison, Ohio,39097,3794,30
2/11/2021, Madison, Ohio,39097,3806,32
2/12/2021, Madison, Ohio,39097,3817,42
2/13/2021, Madison, Ohio,39097,3825,47
2/14/2021, Madison, Ohio,39097,3827,47
2/15/2021, Madison, Ohio,39097,3830,47
2/16/2021, Madison, Ohio,39097,3837,47
2/17/2021, Madison, Ohio,39097,3844,47
2/18/2021, Madison, Ohio,39097,3851,47
2/19/2021, Madison, Ohio,39097,3866,47
11/20/2020, Mahoning, Ohio,39099,6459,299
11/21/2020, Mahoning, Ohio,39099,6643,299
11/22/2020, Mahoning, Ohio,39099,6772,299
11/23/2020, Mahoning, Ohio,39099,7068,299
11/24/2020, Mahoning, Ohio,39099,7276,299
11/25/2020, Mahoning, Ohio,39099,7530,300
11/26/2020, Mahoning, Ohio,39099,7530,300
11/27/2020, Mahoning, Ohio,39099,7985,301
11/28/2020, Mahoning, Ohio,39099,8123,301
11/29/2020, Mahoning, Ohio,39099,8282,301
11/30/2020, Mahoning, Ohio,39099,8405,301
12/1/2020, Mahoning, Ohio,39099,8647,302
12/2/2020, Mahoning, Ohio,39099,8821,303
12/3/2020, Mahoning, Ohio,39099,9092,303
12/4/2020, Mahoning, Ohio,39099,9296,305
12/5/2020, Mahoning, Ohio,39099,9489,305
12/6/2020, Mahoning, Ohio,39099,9630,305
12/7/2020, Mahoning, Ohio,39099,9854,307
12/8/2020, Mahoning, Ohio,39099,10636,307
12/9/2020, Mahoning, Ohio,39099,10822,308
12/10/2020, Mahoning, Ohio,39099,11096,310
12/11/2020, Mahoning, Ohio,39099,11297,311
12/12/2020, Mahoning, Ohio,39099,11508,310
12/13/2020, Mahoning, Ohio,39099,11716,310
12/14/2020, Mahoning, Ohio,39099,11852,310
12/15/2020, Mahoning, Ohio,39099,12083,311
12/16/2020, Mahoning, Ohio,39099,12229,311
12/17/2020, Mahoning, Ohio,39099,12458,311
12/18/2020, Mahoning, Ohio,39099,12658,311
12/19/2020, Mahoning, Ohio,39099,12795,311
12/20/2020, Mahoning, Ohio,39099,12999,311
